KIND:prc
UNITS:mm
INTERVAL:qm
LOCATION:er
# file created: 2018-05-16 21:38:17
#YYYY-MM,      Q1,         Q2,       Q3,        Q4
1992-06,      1.02,      0.98,      1.00,      1.03
1992-07,      1.03,      1.04,      1.07,      1.03
1992-08,      1.04,      1.06,      1.02,      1.03
1992-09,      1.02,      1.01,      0.99,      1.04
1992-10,      0.99,      1.00,      0.99,      1.00
1992-11,      1.01,      0.95,      1.01,      0.98
1992-12,      0.93,      1.09,      0.94,      0.95
1993-01,      1.07,      1.65,      1.87,      1.38
1993-02,      1.79,      2.31,      2.23,      2.43
1993-03,      2.24,      2.24,      2.29,      1.76
1993-04,      1.11,      0.98,      0.98,      0.99
1993-05,      0.91,      0.90,      0.88,      0.86
1993-06,      0.87,      0.90,      0.92,      1.00
1993-07,      0.99,      1.05,      1.03,      1.02
1993-08,      0.97,      1.02,      1.06,      1.06
1993-09,      1.06,      1.01,      1.06,      1.02
1993-10,      0.98,      1.01,      0.96,      0.99
1993-11,      1.00,      0.98,      0.96,      1.04
1993-12,      1.00,      1.03,      1.03,      1.10
1994-01,      1.62,      2.43,      2.13,      2.34
1994-02,      2.08,      2.01,      1.93,      1.85
1994-03,      1.88,      1.80,      1.73,      1.31
1994-04,      1.00,      0.95,      0.94,      0.98
1994-05,      0.98,      0.96,      1.00,      0.98
1994-06,      0.98,      1.00,      1.01,      0.91
1994-07,      1.05,      1.05,      1.07,      1.06
1994-08,      1.10,      1.07,      1.08,      1.05
1994-09,      1.08,      1.05,      1.04,      1.09
1994-10,      1.03,      1.03,      1.05,      0.98
1994-11,      1.00,      0.99,      0.96,      0.96
1994-12,      0.98,      1.03,      1.00,      1.01
1995-01,      0.92,      1.25,      1.11,      1.03
1995-02,      1.13,      1.65,      1.40,      1.23
1995-03,      1.37,      1.23,      0.97,      0.97
1995-04,      0.97,      1.00,      0.98,      1.01
1995-05,      1.05,      1.05,      1.01,      1.04
1995-06,      1.05,      1.12,      1.12,      1.07
1995-07,      1.10,      1.11,      1.14,      1.13
1995-08,      1.18,      1.14,      1.13,      1.12
1995-09,      1.11,      1.08,      1.07,      1.07
1995-10,      1.11,      1.03,      0.99,      0.99
1995-11,      0.99,      1.01,      1.01,      1.03
1995-12,      0.98,      1.07,      1.05,      0.98
1996-01,      1.23,      1.56,      1.68,      1.67
1996-02,      1.78,      1.83,      1.74,      1.66
1996-03,      1.60,      1.49,      1.33,      1.13
1996-04,      1.02,      0.98,      0.98,      0.99
1996-05,      0.98,      0.97,      0.98,      0.99
1996-06,      0.98,      0.99,      1.00,      1.02
1996-07,      1.03,      1.03,      1.04,      1.04
1996-08,      1.05,      1.04,      1.05,      1.04
1996-09,      1.04,      1.03,      1.03,      1.02
1996-10,      1.00,      1.00,      0.99,      0.99
1996-11,      0.98,      0.98,      0.97,      0.97
1996-12,      0.96,      0.99,      1.02,      1.06
1997-01,      1.23,      1.56,      1.68,      1.67
1997-02,      1.78,      1.83,      1.74,      1.66
1997-03,      1.60,      1.49,      1.33,      1.13
1997-04,      1.02,      0.98,      0.98,      0.99
1997-05,      0.98,      0.97,      0.98,      0.99
1997-06,      0.98,      0.99,      1.00,      1.02
1997-07,      1.03,      1.03,      1.04,      1.04
1997-08,      1.05,      1.04,      1.05,      1.04
1997-09,      1.04,      1.03,      1.03,      1.02
1997-10,      1.00,      1.00,      0.99,      0.99
1997-11,      0.98,      0.98,      0.97,      0.97
1997-12,      0.96,      0.99,      1.02,      1.06
1998-01,      1.23,      1.56,      1.68,      1.67
1998-02,      1.78,      1.83,      1.74,      1.66
1998-03,      1.60,      1.49,      1.33,      1.13
1998-04,      1.02,      0.98,      0.98,      0.99
1998-05,      0.98,      0.97,      0.98,      0.99
1998-06,      0.98,      0.99,      1.00,      1.02
1998-07,      1.03,      1.03,      1.04,      1.04
1998-08,      1.05,      1.04,      1.05,      1.04
1998-09,      1.04,      1.03,      1.03,      1.02
1998-10,      1.00,      1.00,      0.99,      0.99
1998-11,      0.98,      0.98,      0.97,      0.97
1998-12,      0.96,      0.99,      1.02,      1.06
1999-01,      1.23,      1.56,      1.68,      1.67
1999-02,      1.78,      1.83,      1.74,      1.66
1999-03,      1.60,      1.49,      1.33,      1.13
1999-04,      1.02,      0.98,      0.98,      0.99
1999-05,      0.98,      0.97,      0.98,      0.99
1999-06,      0.98,      0.99,      1.00,      1.02
1999-07,      1.03,      1.03,      1.04,      1.04
1999-08,      1.05,      1.04,      1.05,      1.04
1999-09,      1.04,      1.03,      1.03,      1.02
1999-10,      1.00,      1.00,      0.99,      0.99
1999-11,      0.98,      0.98,      0.97,      0.97
1999-12,      0.96,      0.99,      1.02,      1.06
2000-01,      1.23,      1.56,      1.68,      1.67
2000-02,      1.78,      1.83,      1.74,      1.66
2000-03,      1.60,      1.49,      1.33,      1.13
2000-04,      1.02,      0.98,      0.98,      0.99
2000-05,      0.98,      0.97,      0.98,      0.99
2000-06,      0.98,      0.99,      1.00,      1.02
2000-07,      1.03,      1.03,      1.04,      1.04
2000-08,      1.05,      1.04,      1.05,      1.04
2000-09,      1.04,      1.03,      1.03,      1.02
2000-10,      1.00,      1.00,      0.99,      0.99
2000-11,      0.98,      0.98,      0.97,      0.97
2000-12,      0.96,      0.99,      1.02,      1.06
2001-01,      1.23,      1.56,      1.68,      1.67
2001-02,      1.78,      1.83,      1.74,      1.66
2001-03,      1.60,      1.49,      1.33,      1.13
2001-04,      1.02,      0.98,      0.98,      0.99
2001-05,      0.98,      0.97,      0.98,      0.99
2001-06,      0.98,      0.99,      1.00,      1.02
2001-07,      1.03,      1.03,      1.04,      1.04
2001-08,      1.05,      1.04,      1.05,      1.04
2001-09,      1.04,      1.03,      1.03,      1.02
2001-10,      1.00,      1.00,      0.99,      0.99
2001-11,      0.98,      0.98,      0.97,      0.97
2001-12,      0.96,      0.99,      1.02,      1.06
